record_id,city,country,date,population_millions,industrialization_index,forest_cover_percent,urbanization_rate_percent,gdp_per_capita_usd,renewable_energy_percent,vehicle_density_per_1000,green_space_area_km2,pm2_5,pm10,no2,so2,co,o3,aqi
AQI1118,Beijing,China,2024-01-18,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,81.0,130.7,44.4,23.8,3.56,30.3,119.8
AQI2910,Stockholm,Sweden,2024-01-10,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,15.6,22.9,14.6,6.0,1.22,12.6,28.7
AQI1757,Bangkok,Thailand,2024-01-07,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,55.1,81.1,36.4,15.1,2.37,42.0,89.0
AQI2685,Riyadh,Saudi Arabia,2024-02-04,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,70.5,104.9,29.8,19.0,2.5,41.1,103.4
AQI2832,Ho Chi Minh City,Vietnam,2024-02-01,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,49.9,96.0,25.1,19.1,2.02,17.5,80.4
AQI1748,Moscow,Russia,2024-02-17,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,44.6,75.0,29.3,11.7,2.36,27.1,75.2
AQI2089,Paris,France,2024-02-08,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,35.9,54.7,19.7,10.1,1.09,33.6,54.0
AQI1165,Shanghai,China,2024-01-15,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,67.4,116.1,41.8,13.0,2.26,45.5,97.1
AQI1587,Los Angeles,USA,2024-02-06,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,14.7,26.9,24.6,6.3,1.45,23.9,31.1
AQI2490,Nairobi,Kenya,2024-02-09,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,45.2,76.3,21.4,13.5,2.03,39.8,66.7
AQI2799,Kuala Lumpur,Malaysia,2024-02-18,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,33.8,46.1,16.2,14.7,2.32,40.1,55.8
AQI1466,Lagos,NIGERIA,2024-01-16,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,47.8,68.3,30.6,16.7,2.82,43.2,74.8
AQI2154,Madrid,Spain,2024-01-04,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,34.8,42.3,19.1,10.3,1.26,27.5,54.1
AQI1475,Lagos,Nigeria,2024-01-25,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,78.7,123.5,33.8,16.9,2.34,35.1,114.1
AQI1143,Beijing,China,2024-02-12,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,82.2,134.1,44.6,21.2,2.81,58.1,131.6
AQI1114,Beijing,China,2024-01-14,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,64.9,105.4,46.4,23.2,3.14,31.5,109.8
AQI2085,Paris,France,2024-02-04,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,54.5,87.0,32.3,1.3,1.7,48.5,84.0
AQI2935,Stockholm,Sweden,2024-02-04,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,3.0,5.0,21.6,1.0,1.17,32.1,10.0
AQI1379,  Karachi  ,Pakistan,2024-01-29,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,68.7,119.1,40.0,15.9,2.77,16.1,106.8
AQI1064,Mumbai,India,2024-01-14,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,55.1,84.8,27.1,23.1,2.43,29.8,84.7
AQI1955,Seoul,South Korea,2024-01-05,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,45.0,70.5,24.2,11.1,2.55,28.0,81.9
AQI2485,Nairobi,Kenya,2024-02-04,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,65.4,115.6,27.5,11.3,1.65,23.8,95.0
AQI1187,Shanghai,China,2024-02-06,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,72.4,113.9,34.1,16.8,2.44,37.8,106.0
AQI1684,Sao Paulo,Brazil,2024-02-03,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,49.4,72.6,28.4,6.3,1.81,40.4,75.4
AQI1972,Seoul,South Korea,2024-01-22,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,67.6,124.1,27.9,16.2,2.05,41.5,98.5
AQI2766,Kuala Lumpur,Malaysia,2024-01-16,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,,78.5,35.4,15.8,1.94,13.8,81.1
AQI1295,Dhaka,Bangladesh,2024-02-14,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,69.8,115.6,34.6,20.7,,35.3,103.8
AQI2742,TEHRAN,Iran,2024-02-11,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,77.0,132.4,33.2,21.4,1.74,42.7,112.0
AQI2019,London,UK,2024-01-19,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,38.2,58.6,16.0,3.2,1.44,46.6,52.5
AQI1287,Dhaka,Bangladesh,2024-02-06,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,81.9,125.8,33.0,18.0,2.13,28.7,111.7
AQI2869,Warsaw,Poland,2024-01-19,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,56.0,97.0,25.5,14.5,1.22,39.3,80.6
AQI2988,Wellington,New Zealand,2024-02-07,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,28.0,48.2,9.7,1.0,1.01,40.8,45.1
AQI1301,Jakarta,Indonesia,2024-01-01,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,38.5,59.7,35.5,15.5,1.72,35.0,65.6
AQI1834,Manila,Philippines,2024-02-03,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,72.9,118.7,27.7,18.6,2.18,43.2,94.1
AQI1316,Jakarta,Indonesia,2024-01-16,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,47.4,83.3,23.8,15.9,2.42,14.7,75.2
AQI1888,Istanbul,Turkey,2024-02-07,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,71.5,102.0,28.1,21.0,1.65,17.9,90.4
AQI1836,Manila,Philippines,2024-02-05,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,76.5,134.3,32.6,20.5,2.01,28.4,111.0
AQI1360,Karachi,Pakistan,2024-01-10,15.59,72.9,19.0,88.0,,16.1,522.7,3.1,78.0,126.5,46.3,21.2,2.78,36.6,123.0
AQI1131,Beijing,China,2024-01-31,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,85.2,133.4,36.9,25.1,2.89,31.1,116.7
AQI2549,Johannesburg,South Africa,2024-02-18,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,73.2,117.0,24.6,12.4,0.89,55.0,102.0
AQI1652,Sao Paulo,Brazil,2024-01-02,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,44.9,75.7,20.3,12.8,1.83,41.9,63.6
AQI1190,Shanghai,China,2024-02-09,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,51.2,78.6,39.2,13.3,2.61,36.0,83.9
AQI1028,Delhi,India,2024-01-28,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,75.3,120.8,35.4,22.2,3.11,45.8,118.1
AQI1873,Istanbul,Turkey,2024-01-23,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,48.9,84.2,26.5,13.5,2.9,40.7,76.5
AQI2803,Ho Chi Minh City,Vietnam,2024-01-03,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,47.2,71.3,36.9,22.4,1.96,37.6,75.8
AQI2776,Kuala Lumpur,Malaysia,2024-01-26,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,48.0,77.7,27.8,11.9,1.64,51.1,68.3
AQI1740,moscow,Russia,2024-02-09,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,36.0,65.6,26.6,11.4,2.24,39.5,62.5
AQI2409,Hong Kong,China,2024-01-09,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,40.5,73.8,22.2,5.7,1.14,23.1,59.4
AQI1766,Bangkok,Thailand,2024-01-16,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,57.2,77.2,35.5,15.8,2.55,28.3,83.1
AQI2262,Toronto,Canada,2024-01-12,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,30.9,49.7,21.3,6.4,1.14,37.8,49.6
AQI2931,Stockholm,SWEDEN,2024-01-31,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,9.1,19.1,24.5,5.7,1.56,26.4,25.7
AQI2578,Buenos Aires,Argentina,2024-01-28,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,44.2,65.8,21.2,9.3,1.67,39.8,65.2
AQI2519,Johannesburg,South Africa,2024-01-19,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,68.3,97.6,26.9,15.5,1.37,30.1,88.6
AQI1732,Moscow,Russia,2024-02-01,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,51.9,84.2,31.6,10.9,1.76,40.1,81.3
AQI2568,Buenos Aires,Argentina,2024-01-18,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,29.9,64.2,31.1,9.4,1.81,40.6,51.9
AQI2168,Madrid,Spain,2024-01-18,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,39.6,55.4,17.9,10.4,1.69,40.7,60.6
AQI1267,Dhaka,Bangladesh,2024-01-17,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,84.1,147.9,39.5,20.4,1.99,31.5,117.7
AQI2245,Rome,Italy,2024-02-14,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,42.5,72.1,14.6,4.7,1.36,38.0,60.5
AQI2501,Johannesburg,South Africa,2024-01-01,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,37.8,59.5,25.2,15.8,1.09,27.7,54.8
AQI1076,Mumbai,India,2024-01-26,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,57.3,94.8,40.3,9.8,2.19,42.5,86.9
AQI2914,Stockholm,Sweden,2024-01-14,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,3.0,7.9,20.0,1.0,1.32,17.7,17.2
AQI2071,Paris,France,2024-01-21,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,32.5,49.1,19.3,6.4,1.72,16.7,51.2
AQI1703,Moscow,Russia,2024-01-03,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,43.6,84.1,38.4,9.1,2.5,36.4,76.5
AQI1818,Manila,Philippines,2024-01-18,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,45.3,59.1,28.1,14.8,1.99,48.8,75.0
AQI1747,Moscow,Russia,2024-02-16,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,30.6,45.6,25.8,16.2,1.93,10.5,40.7
AQI2274,Toronto,Canada,2024-01-24,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,40.1,51.0,7.5,6.1,1.15,41.7,53.8
AQI2313,Sydney,Australia,2024-01-13,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,28.0,42.4,8.4,3.1,1.5,51.0,36.6
AQI1899,Istanbul,Turkey,2024-02-18,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,62.6,84.5,21.9,10.5,2.15,34.4,79.5
AQI2383,Singapore,Singapore,2024-02-02,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,63.8,107.7,31.3,12.9,1.55,36.1,97.0
AQI1181,Shanghai,China,2024-01-31,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,69.8,116.8,37.6,17.4,2.83,33.2,106.6
AQI1752,Bangkok,Thailand,2024-01-02,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,53.9,94.3,24.2,11.4,1.77,28.4,80.2
AQI2026,London,UK,2024-01-26,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,30.9,46.7,15.1,3.9,1.27,26.4,52.5
AQI1801,Manila,Philippines,2024-01-01,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,60.3,104.9,27.5,16.0,2.28,26.5,90.1
AQI1377,Karachi,Pakistan,2024-01-27,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,83.4,125.5,40.6,24.1,2.77,48.1,131.4
AQI1650,New York,USA,2024-02-19,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,39.7,53.8,20.8,7.2,1.79,35.0,61.6
AQI1024,Delhi,India,2024-01-24,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,67.0,101.8,37.0,20.9,3.05,37.8,105.7
AQI1347,Jakarta,Indonesia,2024-02-16,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,38.2,65.3,26.1,19.0,2.66,24.9,62.0
AQI2834,Ho Chi Minh City,Vietnam,2024-02-03,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,47.6,68.2,32.9,13.8,2.41,38.5,74.2
AQI1566,Los Angeles,USA,2024-01-16,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,37.5,62.7,24.4,6.5,1.81,48.2,61.9
AQI2721,Tehran,Iran,2024-01-21,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,73.7,122.9,19.5,15.8,2.34,42.2,98.4
AQI1009,Delhi,India,2024-01-09,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,75.4,128.8,40.7,24.1,3.05,28.5,116.5
AQI1229,Lahore,Pakistan,2024-01-29,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,68.1,111.6,46.9,16.9,2.6,52.1,104.9
AQI1490,Lagos,Nigeria,2024-02-09,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,64.0,99.4,24.5,16.2,2.26,41.1,89.8
AQI1214,Lahore,Pakistan,2024-01-14,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,57.5,94.0,35.8,18.7,2.12,43.1,85.8
AQI2134,Berlin,Germany,2024-02-03,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,37.7,54.2,22.0,6.8,1.65,46.7,51.4
AQI1562,Los Angeles,USA,2024-01-12,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,41.7,62.7,21.8,7.2,1.67,49.6,66.6
AQI1450,Cairo,Egypt,2024-02-19,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,93.0,138.9,30.8,15.0,2.53,28.4,130.3
AQI1735,Moscow,Russia,2024-02-04,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,29.7,59.6,33.7,8.8,2.09,36.7,61.0
AQI1016,Delhi,India,2024-01-16,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,90.6,143.7,42.6,21.0,2.59,46.4,134.0
AQI2479,Nairobi,Kenya,2024-01-29,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,63.5,103.5,23.5,9.9,1.67,35.4,88.7
AQI2780,Kuala Lumpur,Malaysia,2024-01-30,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,53.6,92.9,25.9,13.1,2.07,51.4,77.9
AQI2699,Riyadh,Saudi Arabia,2024-02-18,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,72.9,117.6,30.7,20.4,2.37,40.0,113.8
AQI2307,Sydney,Australia,2024-01-07,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,18.5,31.5,23.4,7.9,1.3,34.3,40.5
AQI2700,Riyadh,SAUDI ARABIA,2024-02-19,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,83.6,129.7,32.4,18.1,2.33,64.7,120.8
AQI1547,Mexico City,Mexico,2024-02-16,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,49.9,81.1,36.6,12.1,1.76,,76.2
AQI2159,Madrid,Spain,2024-01-09,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,34.7,61.7,27.4,6.4,1.37,36.4,59.7
AQI2202,Rome,Italy,2024-01-02,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,46.6,59.4,15.1,5.8,1.61,37.4,62.8
AQI1355,Karachi,Pakistan,2024-01-05,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,66.8,105.1,49.6,21.4,2.25,31.5,107.1
AQI2381,Singapore,Singapore,2024-01-31,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,54.9,81.3,25.9,10.8,1.97,25.3,84.9
AQI1208,Lahore,Pakistan,2024-01-08,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,80.1,124.8,49.4,18.5,2.65,53.4,129.2
AQI1588,Los Angeles,USA,2024-02-07,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,33.9,57.1,9.1,7.0,1.41,31.0,47.1
AQI2209,Rome,Italy,2024-01-09,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,30.7,59.0,19.3,7.6,2.12,21.2,55.4
AQI2975,Wellington,New Zealand,2024-01-25,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,3.0,6.9,9.9,1.0,1.14,34.8,10.0
AQI1417,Cairo,Egypt,2024-01-17,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,57.6,86.5,32.8,17.5,1.97,63.0,94.6
AQI2758,Kuala Lumpur,Malaysia,2024-01-08,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,40.4,55.0,29.8,8.7,2.5,23.5,78.1
AQI2193,Madrid,Spain,2024-02-12,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,45.9,83.6,21.8,9.7,1.49,21.4,64.8
AQI2173,Madrid,Spain,2024-01-23,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,45.6,74.0,23.5,7.7,1.65,46.7,71.5
AQI2128,Berlin,Germany,2024-01-28,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,31.9,38.5,21.1,7.2,1.99,38.8,56.5
AQI1443,Cairo,Egypt,2024-02-12,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,74.2,119.7,32.9,16.0,,45.0,99.9
AQI2346,Sydney,Australia,2024-02-15,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,24.1,36.7,12.8,3.5,0.89,32.2,43.6
AQI1829,Manila,PHILIPPINES,2024-01-29,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,62.9,86.8,39.0,17.0,2.55,20.6,98.6
AQI1537,Mexico City,Mexico,2024-02-06,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,54.6,83.0,36.4,10.5,2.69,42.9,89.8
AQI1349,Jakarta,Indonesia,2024-02-18,10.45,57.5,49.8,89.5,,18.6,401.2,15.7,45.2,81.0,22.8,16.3,1.97,29.7,74.6
AQI2896,Warsaw,Poland,2024-02-15,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,37.3,57.9,17.4,11.9,1.41,38.3,55.4
AQI1404,Cairo,Egypt,2024-01-04,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,69.0,113.4,53.1,11.0,2.83,36.0,107.8
AQI1363,Karachi,Pakistan,2024-01-13,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,80.5,125.8,28.1,22.0,2.47,25.2,110.2
AQI1027,Delhi,India,2024-01-27,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,70.2,117.5,42.2,17.4,3.0,38.8,103.2
AQI2652,Riyadh,Saudi Arabia,2024-01-02,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,67.3,104.3,29.7,19.6,1.82,25.0,95.8
AQI2174,Madrid,Spain,2024-01-24,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,37.0,67.3,8.3,13.9,1.07,28.8,54.1
AQI1178,Shanghai,China,2024-01-28,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,74.1,111.9,35.6,21.4,2.6,59.3,111.2
AQI2932,Stockholm,Sweden,2024-02-01,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,3.0,7.8,15.6,1.8,1.52,17.4,22.0
AQI2888,Warsaw,Poland,2024-02-07,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,55.5,89.6,15.3,13.1,1.55,64.2,76.8
AQI2821,Ho Chi Minh City,Vietnam,2024-01-21,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,64.2,99.0,31.7,17.9,1.77,29.2,100.9
AQI1688,Sao Paulo,Brazil,2024-02-07,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,53.4,89.0,35.6,12.7,2.0,29.2,82.8
AQI1253,DHAKA,Bangladesh,2024-01-03,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,79.2,132.1,34.9,16.3,1.89,29.7,111.2
AQI1415,Cairo,Egypt,2024-01-15,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,,87.6,26.6,23.2,2.59,40.0,91.5
AQI1559,Los Angeles,USA,2024-01-09,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,35.1,59.1,16.6,11.3,0.94,27.3,49.6
AQI1554,Los Angeles,USA,2024-01-04,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,19.2,42.8,29.8,8.4,1.42,37.1,40.0
AQI1194,Shanghai,China,2024-02-13,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,67.9,113.0,38.7,21.6,3.02,36.4,100.9
AQI2139,Berlin,Germany,2024-02-08,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,43.3,66.1,17.8,2.9,1.93,31.4,63.6
AQI1699,Sao Paulo,Brazil,2024-02-18,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,59.0,89.3,26.4,10.0,1.61,30.4,86.5
AQI2140,Berlin,Germany,2024-02-09,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,31.4,52.9,16.5,7.1,1.91,43.2,50.8
AQI1446,Cairo,Egypt,2024-02-15,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,85.1,141.6,42.6,16.0,2.53,61.7,121.7
AQI2838,Ho Chi Minh City,Vietnam,2024-02-07,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,58.5,86.0,37.6,9.3,2.39,33.3,85.0
AQI2924,Stockholm,Sweden,2024-01-24,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,13.7,20.9,11.0,1.0,1.05,23.1,24.1
AQI1984,SEOUL,South Korea,2024-02-03,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,52.1,86.1,19.8,15.2,1.82,36.6,76.1
AQI2851,Warsaw,Poland,2024-01-01,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,44.2,69.3,32.1,12.8,1.84,42.7,72.5
AQI1452,Lagos,Nigeria,2024-01-02,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,45.2,73.5,36.1,15.3,3.14,19.4,80.5
AQI2396,Singapore,Singapore,2024-02-15,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,46.7,83.3,27.5,13.8,1.44,48.4,78.9
AQI1465,Lagos,Nigeria,2024-01-15,14.99,107.70060594821383,26.1,84.5,3314.0,23.4,475.8,8.3,49.6,84.3,35.9,10.6,2.76,41.8,87.2
AQI1682,Sao Paulo,Brazil,2024-02-01,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,57.8,98.4,35.4,8.8,2.29,40.0,85.6
AQI1459,Lagos,Nigeria,2024-01-09,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,54.3,85.6,28.2,14.4,2.71,11.2,87.9
AQI2480,Nairobi,Kenya,2024-01-30,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,63.7,104.0,24.0,12.5,2.02,42.0,93.3
AQI1936,Tokyo,Japan,2024-02-05,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,41.3,59.3,22.4,9.6,1.83,7.8,53.2
AQI2204,Rome,Italy,2024-01-04,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,38.4,59.7,24.9,10.2,1.5,31.8,63.5
AQI1741,MOSCOW,Russia,2024-02-10,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,41.8,65.0,31.7,12.8,1.93,43.4,66.2
AQI1370,Karachi,Pakistan,2024-01-20,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,61.6,98.6,42.0,17.4,3.11,42.3,102.3
AQI1485,Lagos,Nigeria,2024-02-04,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,59.0,93.1,30.9,15.0,2.3,25.5,83.7
AQI1673,Sao Paulo,Brazil,2024-01-23,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,59.1,89.2,31.6,10.6,2.1,31.8,81.6
AQI2184,Madrid,Spain,2024-02-03,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,35.0,58.8,17.2,8.2,1.12,57.2,47.0
AQI1308,Jakarta,Indonesia,2024-01-08,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,46.6,83.4,30.9,12.9,2.06,20.0,76.1
AQI1286,Dhaka,Bangladesh,2024-02-05,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,76.3,117.1,41.9,18.9,2.53,33.6,112.1
AQI2625,santiago,Chile,2024-01-25,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,71.9,117.2,27.6,11.6,1.68,35.4,99.3
AQI1722,Moscow,Russia,2024-01-22,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,39.6,58.8,21.8,12.1,1.63,28.4,54.6
AQI1695,Sao Paulo,Brazil,2024-02-14,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,64.2,102.3,23.5,5.1,1.71,19.9,94.8
AQI2339,Sydney,Australia,2024-02-08,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,12.1,21.0,22.0,1.0,1.43,38.8,16.2
AQI1864,Istanbul,Turkey,2024-01-14,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,54.3,89.4,35.1,14.5,2.5,48.5,80.0
AQI2344,Sydney,Australia,2024-02-13,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,15.3,30.7,13.1,4.8,1.16,34.8,33.1
AQI1665,Sao Paulo,Brazil,2024-01-15,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,36.9,63.0,31.9,12.6,1.85,36.1,55.5
AQI1946,Tokyo,Japan,2024-02-15,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,35.5,66.7,23.4,5.9,1.88,7.8,50.3
AQI1937,Tokyo,Japan,2024-02-06,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,30.4,41.7,24.5,6.1,2.31,27.1,55.3
AQI2412,Hong Kong,China,2024-01-12,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,45.2,68.2,33.7,7.1,1.9,30.1,69.5
AQI2738,Tehran,Iran,2024-02-07,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,78.2,126.9,26.1,15.1,1.62,31.0,117.3
AQI2295,Toronto,Canada,2024-02-14,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,29.1,35.0,23.5,2.7,1.59,48.5,40.8
